artists,albums,genre,release_date,ratings
Harassor,Into Unknown Depths,[],2014-06-24,7.4
Jobriath,As the River Flows,[],2014-06-24,7.5
M. Geddes Gengras,Ishi,[],2014-06-24,7.6
Strand of Oaks,HEAL,['Rock'],2014-06-24,7.9
A Sunny Day in Glasgow,Sea When Absent,['Rock'],2014-06-24,8.5
Matteah Baim,Falling Theater,['Folk/Country'],2014-06-23,7.6
Dan Melchior Und Das Menace,Hunger,[],2014-06-23,6.9
Various Artist,Horse Meat Disco Volume IV,[],2014-06-23,7.7
Lower,Seek Warmer Climes,['Rock'],2014-06-23,6.9
How to Dress Well,"""What Is This Heart?""","['Electronic', 'Pop/R&B']",2014-06-23,8.8
Dead Congregation,Promulgation of the Fall,[],2014-06-20,7.9
Willie Nelson,Band of Brothers,['Rock'],2014-06-20,7.4
Open Mike Eagle,Dark Comedy,['Rap'],2014-06-20,8.0
The Soft Pink Truth,Why Do the Heathen Rage?,['Electronic'],2014-06-20,8.2
The Knife,Shaken-Up Versions,"['Electronic', 'Experimental']",2014-06-20,7.3
Nightfell,The Living Ever Mourn,[],2014-06-19,7.5
Brian Reitzell,Auto Music,['Experimental'],2014-06-19,6.5
Richard Reed Parry,Music for Heart and Breath,[],2014-06-19,8.0
Sam Smith,In the Lonely Hour,['Pop/R&B'],2014-06-19,5.5
Lone,Reality Testing,['Electronic'],2014-06-19,8.0
Alex G,DSU,['Rock'],2014-06-18,7.9
Big Freedia,Just Be Free,"['Pop/R&B', 'Rap']",2014-06-18,7.8
Devonté Hynes,Palo Alto: Original Motion Picture Score,['Pop/R&B'],2014-06-18,5.5
Mogwai,Come On Die Young,['Rock'],2014-06-18,8.3
The Antlers,Familiars,"['Experimental', 'Rock']",2014-06-18,7.8
Donnie & Joe Emerson,Still Dreamin' Wild: the Lost Recordings 1979-81,['Rock'],2014-06-17,6.3
The Felice Brothers,Favorite Waitress,['Rock'],2014-06-17,5.6
Various Artist,Eccentric Soul: Capitol City Soul,[],2014-06-17,7.7
Boris,Noise,"['Metal', 'Rock']",2014-06-17,7.8
White Lung,Deep Fantasy,['Rock'],2014-06-17,8.6
YAITW,When Life Comes to Death,[],2014-06-16,5.5
Martyn,The Air Between Words,['Electronic'],2014-06-16,6.6
Klaxons,Love Frequency,"['Electronic', 'Rock']",2014-06-16,5.1
Mariah Carey,Me. I Am Mariah...the Elusive Chanteuse,['Pop/R&B'],2014-06-16,7.7
Lana Del Rey,Ultraviolence,['Pop/R&B'],2014-06-16,7.1
Crowbar,Symmetry in Black,[],2014-06-13,7.3
Kyle Bobby Dunn,Kyle Bobby Dunn & the Infinite Sadness,['Rock'],2014-06-13,7.8
clipping.,CLPPNG,['Rap'],2014-06-13,5.6
Julianna Barwick,Rosabi EP,['Electronic'],2014-06-13,7.6
Death Grips,Niggas on the Moon,"['Experimental', 'Rap']",2014-06-13,6.7
Stick Against Stone,The Oregon Bootleg Tapes,[],2014-06-12,7.3
Enabler,La Fin Absolue Du Monde,[],2014-06-12,7.0
Chris Schlarb,Making the Saint,['Jazz'],2014-06-12,6.3
First Aid Kit,Stay Gold,['Folk/Country'],2014-06-12,7.3
Led Zeppelin,Led Zeppelin,['Rock'],2014-06-12,9.2
Alice Boman,EP II (+ Skisser),[],2014-06-11,5.7
WIFE,What's Between,[],2014-06-11,6.0
The Atlas Moth,The Old Believer,"['Metal', 'Rock']",2014-06-11,6.7
Tomas Barfod,Love Me,[],2014-06-11,7.1
The Fresh & Onlys,House of Spirits,['Rock'],2014-06-11,7.0
Craft Spells,Nausea,['Rock'],2014-06-10,5.8
Dub Thompson,9 Songs,[],2014-06-10,6.7
Chrissie Hynde,Stockholm,['Rock'],2014-06-10,5.8
Popcaan,Where We Come From,"['Global', 'Pop/R&B']",2014-06-10,8.0
Various Artist,C86,[],2014-06-10,9.2
Watter,This World,[],2014-06-09,7.0
Lust for Youth,International,"['Electronic', 'Experimental']",2014-06-09,6.7
Tombs,Savage Gold,"['Metal', 'Rock']",2014-06-09,8.3
Shamir,Northtown EP,['Pop/R&B'],2014-06-09,7.3
Jack White,Lazaretto,['Rock'],2014-06-09,7.1
Mayhem,Esoteric Warfare,['Metal'],2014-06-06,7.6
Sébastien Tellier,L'Aventura,"['Electronic', 'Rock']",2014-06-06,7.4
Priests,Bodies and Control and Money and Power,['Rock'],2014-06-06,7.3
Hamilton Leithauser,Black Hours,['Rock'],2014-06-06,7.4
50 Cent,Animal Ambition,"['Pop/R&B', 'Rap']",2014-06-06,4.9
Lee Bains III & the Glory Fires,Dereconstructed,[],2014-06-05,4.5
Well$,MTYSD: The Revenge of the African Booty Scratcher,['Rap'],2014-06-05,6.5
OBN IIIs,Third Time to Harm,[],2014-06-05,7.0
Taylor McFerrin,Early Riser,['Pop/R&B'],2014-06-05,6.8
Morrissey,Vauxhall and I,['Rock'],2014-06-05,7.8
David Lang,Love Fail,"['Experimental', 'Rock']",2014-06-04,7.8
Tom Carter,Four Infernal Rivers,"['Experimental', 'Rock']",2014-06-04,8.0
"Buzz ""King Buzzo"" Osborne",This Machine Kills Artists,[],2014-06-04,6.4
Gold-Bears,Dalliance,"['Experimental', 'Rock']",2014-06-04,7.7
Parquet Courts,Sunbathing Animal,['Rock'],2014-06-04,8.6
Lee Fields & the Expressions,Emma Jean,['Pop/R&B'],2014-06-03,7.5
Ned Doheny,Separate Oceans,[],2014-06-03,7.9
Tigers Jaw,Charmer,['Rock'],2014-06-03,7.1
Clap Your Hands Say Yeah,Only Run,['Rock'],2014-06-03,5.8
Soundgarden,Superunknown,['Rock'],2014-06-03,8.5
Copeland,Because I'm Worth It,[],2014-06-02,7.1
DJ Sprinkles,Midtown 120 Blues,[],2014-06-02,8.5
Bob Mould,Beauty & Ruin,['Rock'],2014-06-02,7.3
The Orwells,Disgraceland,['Rock'],2014-06-02,6.2
Fucked Up,Glass Boys,['Metal'],2014-06-02,7.0
Officer!,Dead Unique,[],2014-05-30,8.0
Various Artist,Strange Breaks & Mr. Thing III,[],2014-05-30,7.8
Hercules and Love Affair,The Feast of the Broken Heart,['Electronic'],2014-05-30,7.6
Trash Talk,No Peace,['Metal'],2014-05-30,7.7
Ben Frost,A U R O R A,"['Electronic', 'Experimental']",2014-05-30,8.5
Leslie Winer,Witch,[],2014-05-29,7.6
G-Side,Gz II Godz,['Rap'],2014-05-29,7.2
Napolian,Incursio,[],2014-05-29,7.3
Son Lux,Alternate Worlds EP,['Rock'],2014-05-29,6.5
Hundred Waters,The Moon Rang Like A Bell,['Electronic'],2014-05-29,8.3
K. Leimer,A Period of Review (Original Recordings: 1975-1983),['Electronic'],2014-05-28,8.2
Popstrangers,Fortuna,['Rock'],2014-05-28,6.9
Haunted Hearts,Initiation,[],2014-05-28,6.4
Sylvan Esso,Sylvan Esso,['Pop/R&B'],2014-05-28,6.2
Röyksopp,Do It Again,"['Electronic', 'Pop/R&B']",2014-05-28,7.7
Various Artist,"Wheedle's Groove: Seattle Funk, Soul & Modern Boogie: Volume II 1972-1987",[],2014-05-27,8.1
Oren Ambarchi,Shade Themes From Kairos,"['Experimental', 'Metal']",2014-05-27,7.4
Echo and the Bunnymen,Meteorites,"['Electronic', 'Rock']",2014-05-27,6.0
The Clientele,Suburban Light,['Rock'],2014-05-27,9.1
Sharon Van Etten,Are We There,['Rock'],2014-05-27,8.2
Lantlôs,Melting Sun,[],2014-05-26,8.0
Various Artist,10 Years Of Full Pupp,[],2014-05-26,7.6
Future Death,Special Victim,[],2014-05-26,7.0
Blu,Good to Be Home,['Rap'],2014-05-26,6.5
Owen Pallett,In Conflict,['Pop/R&B'],2014-05-26,8.0
Plaid,Reachy Prints,['Electronic'],2014-05-23,6.0
Carl Hultgren,Tomorrow,[],2014-05-23,7.0
White Sea,In Cold Blood,['Pop/R&B'],2014-05-23,6.8
Leyland Kirby Presents V/Vm,The Death of Rave (A Partial Flashback),"['Electronic', 'Rock']",2014-05-23,7.1
The Roots,...And Then You Shoot Your Cousin,['Rap'],2014-05-23,7.2
Datashock,Keine Oase in Sicht,[],2014-05-22,7.5
Vangelis Katsoulis,The Sleeping Beauties: A Collection of Early and Unreleased Works,[],2014-05-22,7.3
Mac Miller,Faces,['Rap'],2014-05-22,7.3
Traxman,Da Mind of Traxman Vol. 2,[],2014-05-22,7.5
Oasis,Definitely Maybe: Chasing the Sun Edition,['Rock'],2014-05-22,8.8
Big Boys,Lullabies Help the Brain Grow,[],2014-05-21,7.8
Elijah & Skilliam,Fabriclive 75,['Electronic'],2014-05-21,6.7
TOBACCO,Ultima II Massage,['Electronic'],2014-05-21,6.9
American Football,American Football,['Rock'],2014-05-21,8.6
Various Artist,Hyperdub 10.1,[],2014-05-21,8.5
Mason Bates,Stereo Is King,[],2014-05-20,7.5
Emma Ruth Rundle,Some Heavy Ocean,['Rock'],2014-05-20,7.4
Lewis,L'amour,['Pop/R&B'],2014-05-20,8.6
Cold Cave,Full Cold Moon,"['Electronic', 'Rock']",2014-05-20,6.8
Coldplay,Ghost Stories,['Rock'],2014-05-20,4.4
Herzog,Boys,['Rock'],2014-05-19,7.2
Trans Am,Volume X,"['Metal', 'Rock']",2014-05-19,5.0
Arto Lindsay,The Encyclopedia of Arto Lindsay,['Experimental'],2014-05-19,7.7
Boots,WinterSpringSummerFall,['Pop/R&B'],2014-05-19,5.7
Conor Oberst,Upside Down Mountain,['Rock'],2014-05-19,6.5
Moon B,II,[],2014-05-16,6.9
Sturgill Simpson,Metamodern Sounds in Country Music,['Folk/Country'],2014-05-16,7.7
2 Chainz,FreeBase EP,['Rap'],2014-05-16,7.2
Agalloch,The Serpent & the Sphere,"['Metal', 'Rock']",2014-05-16,8.3
The Pains of Being Pure at Heart,Days of Abandon,['Rock'],2014-05-16,7.5
Sculpture,Membrane Pop,[],2014-05-15,6.9
La Sera,Hour of the Dawn,['Rock'],2014-05-15,7.1
Iamsu!,Sincerely Yours,['Rap'],2014-05-15,6.0
Young Widows,Easy Pain,['Metal'],2014-05-15,7.9
Michael Jackson,Xscape,['Pop/R&B'],2014-05-15,4.1
Planning for Burial,Desideratum,['Metal'],2014-05-14,7.9
Wooden Wand,Farmer's Corner,['Rock'],2014-05-14,7.6
Fatima,Yellow Memories,[],2014-05-14,6.8
Low Pros,EP 1,['Electronic'],2014-05-14,6.7
Chromeo,White Women,"['Electronic', 'Rock']",2014-05-14,7.6
Teitanblood,Death,[],2014-05-13,7.4
Amen Dunes,Love,['Rock'],2014-05-13,7.8
Gruff Rhys,American Interior,['Rock'],2014-05-13,8.0
Guided by Voices,Cool Planet,['Rock'],2014-05-13,6.2
The Black Keys,Turn Blue,['Rock'],2014-05-13,5.8
Kemialliset Ystävät,Alas Rattoisaa Virtaa,"['Experimental', 'Rock']",2014-05-12,7.6
Sean Nicholas Savage,Bermuda Waterfall,['Rock'],2014-05-12,7.0
Mirah,Changing Light,['Rock'],2014-05-12,6.0
Little Dragon,Nabuma Rubberband,['Electronic'],2014-05-12,6.8
Swans,To Be Kind,['Rock'],2014-05-12,9.2
GoldLink,The God Complex,['Rap'],2014-05-09,7.9
Mike Adams At His Honest Weight,Best of Boiler Room Classics,[],2014-05-09,7.8
PAWS,Youth Culture Forever,[],2014-05-09,7.2
DJ Rashad,We On 1 EP,['Electronic'],2014-05-09,7.8
Atmosphere,Southsiders,['Rap'],2014-05-09,6.3
Sleaford Mods,Divide and Exit,['Rock'],2014-05-08,7.8
Nat Baldwin,In the Hollows,['Experimental'],2014-05-08,5.7
Mark E,Product of Industry,"['Electronic', 'Pop/R&B']",2014-05-08,7.0
Lee,TANHÂ,[],2014-05-08,7.4
Lily Allen,Sheezus,"['Electronic', 'Rock']",2014-05-08,5.4
Maria Minerva,Histrionic,['Electronic'],2014-05-07,6.8
SFV Acid,Amber's Stuff,[],2014-05-07,6.6
Makthaverskan,II,['Rock'],2014-05-07,7.5
Fatima Al Qadiri,Asiatisch,['Electronic'],2014-05-07,7.2
Baths,Ocean Death EP,['Electronic'],2014-05-07,7.8
Wold,Postsocial,"['Experimental', 'Metal']",2014-05-06,8.0
Young Magic,Breathing Statues,['Rock'],2014-05-06,4.0
Antwon,Heavy Hearted in Doldrums,['Rap'],2014-05-06,7.3
The Horrors,Luminous,['Rock'],2014-05-06,6.7
Tune-Yards,Nikki Nack,['Pop/R&B'],2014-05-06,8.1
Wussy,Attica!,['Rock'],2014-05-05,7.8
Papercuts,Life Among the Savages,"['Experimental', 'Rock']",2014-05-05,6.7
Fujiya & Miyagi,Artificial Sweeteners,"['Electronic', 'Rock']",2014-05-05,5.8
Brian Eno,Someday World,['Experimental'],2014-05-05,6.2
Lykke Li,I Never Learn,['Pop/R&B'],2014-05-05,8.4
Mincemeat or Tenspeed,Waiting for Surfin’ Bird,[],2014-05-02,7.6
Creation Rebel,Threat to Creation,[],2014-05-02,8.0
Silkworm,Libertine,"['Metal', 'Rock']",2014-05-02,7.0
Chad VanGaalen,Shrink Dust,['Rock'],2014-05-02,7.8
Neil Young,A Letter Home,['Rock'],2014-05-02,6.3
Wovenhand,Refractory Obdurate,['Folk/Country'],2014-05-01,8.2
William Tyler,Lost Colony,['Folk/Country'],2014-05-01,7.3
Sd Laika,That's Harakiri,[],2014-05-01,7.1
Grace Jones,Nightclubbing,"['Electronic', 'Rock']",2014-05-01,9.0
Ramona Lisa,Arcadia,['Pop/R&B'],2014-05-01,6.8
Survival Knife,Loose Power,[],2014-04-30,7.2
Prins Thomas,Prins Thomas III,['Electronic'],2014-04-30,7.4
Pink Mountaintops,Get Back,['Rock'],2014-04-30,4.9
Fennesz,Bécs,['Experimental'],2014-04-30,7.8
Kelis,Food,['Rap'],2014-04-30,6.3
Good Willsmith,The Honeymoon Workbook,[],2014-04-29,7.8
Ex-Cult,Midnight Passenger,['Rock'],2014-04-29,7.0
The Moles,Flashbacks and Dream Sequences: The Story of the Moles,[],2014-04-29,8.0
Yuck,Southern Skies EP,['Rock'],2014-04-29,5.3
Ought,More Than Any Other Day,['Rock'],2014-04-29,8.4
Jacques Greene,Phantom Vibrate EP,['Electronic'],2014-04-28,6.8
William Basinski,Melancholia,['Experimental'],2014-04-28,7.4
Olga Bell,Край (Krai),['Pop/R&B'],2014-04-28,8.0
Wye Oak,Shriek,['Rock'],2014-04-28,7.2
Damon Albarn,Everyday Robots,['Rock'],2014-04-28,7.0
Jesse Boykins III,Love Apparatus,['Pop/R&B'],2014-04-25,6.8
Larry Heard,Alien,['Electronic'],2014-04-25,7.8
Gucci Mane,Young Thugga Mane La Flare,['Rap'],2014-04-25,6.9
Thee Silver Mt. Zion Memorial Orchestra,Hang On to Each Other EP,[],2014-04-25,6.4
Pixies,Come on Pilgrim,['Rock'],2014-04-25,8.3
Doss,Doss EP,[],2014-04-24,7.2
Old Wainds,Nordraum,[],2014-04-24,6.0
Beach Slang,Who Would Ever Want Anything So Broken? EP,['Rock'],2014-04-24,7.4
A Minor Forest,Flemish Altruism,"['Metal', 'Rock']",2014-04-24,7.9
Thee Oh Sees,Drop,['Rock'],2014-04-24,7.8
Various Artist,Boring Ecstasy: The Bedroom Pop of Orchid Tapes,[],2014-04-23,7.3
Heterotic,Weird Drift,[],2014-04-23,6.8
Final Conflict,Ashes to Ashes,[],2014-04-23,7.8
Pharoahe Monch,P.T.S.D. (Post Traumatic Stress Disorder),['Rap'],2014-04-23,6.6
Songs: Ohia,Journey On: Collected Singles,['Rock'],2014-04-23,8.4
Tourist,Patterns EP,['Electronic'],2014-04-22,7.5
Death,Death III,['Rock'],2014-04-22,6.5
Fear of Men,Loom,['Rock'],2014-04-22,6.8
David Lynch,The Air Is on Fire,"['Experimental', 'Rock']",2014-04-22,7.8
Future,Honest,['Rap'],2014-04-22,8.1
TEEN,The Way and Color,['Pop/R&B'],2014-04-21,6.6
Floor,Oblation,[],2014-04-21,7.0
Kool A.D.,Word O.K.,['Rap'],2014-04-21,6.7
Various Artist,Space Project,[],2014-04-21,6.5
LCD Soundsystem,The Long Goodbye,"['Electronic', 'Rock']",2014-04-21,8.1
Plague Vendor,Free To Eat,[],2014-04-18,7.1
Lockah,Yahoo or the Highway,[],2014-04-18,7.7
SZA,Z,['Pop/R&B'],2014-04-18,5.9
J. Spaceman,Live at Le Poisson Rouge,"['Rock', 'Rap']",2014-04-18,6.9
Life Without Buildings,Any Other City,['Rock'],2014-04-18,8.7
For Against,Boxed Set,['Rock'],2014-04-17,7.8
Purling Hiss,Dizzy Polizzy,['Rock'],2014-04-17,7.5
DaVinci,Ghetto Cuisine,"['Rap', 'Electronic']",2014-04-17,7.1
Mica Levi,Under the Skin OST,['Experimental'],2014-04-17,7.3
Duck Sauce,Quack,"['Electronic', 'Pop/R&B']",2014-04-17,7.5
Wyrd Visions,Half-Eaten Guitar,[],2014-04-16,7.8
DJ Q,Ineffable,['Electronic'],2014-04-16,7.5
Jessica Lea Mayfield,Make My Head Sing...,['Rock'],2014-04-16,6.9
Ratking,So It Goes,['Rap'],2014-04-16,7.5
Slint,Spiderland,['Rock'],2014-04-16,10.0
Howler,World of Joy,"['Electronic', 'Rock']",2014-04-15,5.9
WALLS/ORAM,Sound Houses,[],2014-04-15,7.0
Chet Faker,Built on Glass,['Electronic'],2014-04-15,7.3
Bikini Kill,Yeah Yeah Yeah Yeah,"['Electronic', 'Rock']",2014-04-15,8.6
The Afghan Whigs,Do to the Beast,['Rock'],2014-04-15,7.6
Impetuous Ritual,Unholy Congregation of Hypocritical Ambivalence,[],2014-04-14,7.9
Ghetto Ghouls,Ghetto Ghouls,[],2014-04-14,7.4
Amps for Christ,Canyons Cars and Crows,"['Experimental', 'Rock']",2014-04-14,7.1
The Both,The Both,['Rock'],2014-04-14,5.4
Woods,With Light and With Love,['Rock'],2014-04-14,7.9
Triptykon,Melana Chasmata,[],2014-04-11,7.7
Deleted Scenes,Lithium Burn,['Rock'],2014-04-11,6.5
Downliners Sekt,Silent Ascent,[],2014-04-11,6.4
School of Language,Old Fears,['Rock'],2014-04-11,7.4
Girl Talk,Broken Ankles EP,"['Electronic', 'Rap']",2014-04-11,7.4
Tweens,Tweens,[],2014-04-10,6.3
Golden Retriever,Seer,['Experimental'],2014-04-10,7.4
Cute Heels,Spiritual,[],2014-04-10,7.2
Chuck Inglish,Convertibles,['Rap'],2014-04-10,6.0
EMA,The Future's Void,['Rock'],2014-04-10,7.4
Man Forever with So Percussion,Ryonen,[],2014-04-09,6.8
SOHN,Tremors,['Pop/R&B'],2014-04-09,5.0
The Skull Defekts,Dances in Dreams of the Known Unknown,"['Experimental', 'Rock']",2014-04-09,6.8
Squarepusher,Music for Robots,['Electronic'],2014-04-09,5.7
Mobb Deep,The Infamous,['Rap'],2014-04-09,10.0
Loops Haunt,Exits,[],2014-04-08,6.6
Pyrrhon,The Mother of Virtues,[],2014-04-08,7.7
Fireworks,"Oh, Common Life",[],2014-04-08,7.8
OFF!,Wasted Years,"['Metal', 'Rock']",2014-04-08,6.2
Avey Tare’s Slasher Flicks,Enter the Slasher House,"['Experimental', 'Rock']",2014-04-08,7.3
Jon Langford,Here Be Monsters,"['Folk/Country', 'Rock']",2014-04-07,7.0
Dalhous,Visibility Is a Trap,[],2014-04-07,7.4
Young & Sick,Young & Sick,[],2014-04-07,6.3
Protomartyr,Under Color of Official Right,['Rock'],2014-04-07,8.1
Todd Terje,It's Album Time,['Electronic'],2014-04-07,8.7
Sage the Gemini,Remember Me,['Rap'],2014-04-04,7.5
White Hinterland,Baby,['Rock'],2014-04-04,7.2
Teebs,E S T A R A,['Electronic'],2014-04-04,6.7
The Faint,Doom Abuse,"['Electronic', 'Rock']",2014-04-04,6.1
De La Soul,Smell the D.A.I.S.Y.,['Rap'],2014-04-04,7.5
Nux Vomica,Nux Vomica,[],2014-04-03,8.0
S. Carey,Range of Light,['Rock'],2014-04-03,7.3
Millie & Andrea,Drop the Vowels,[],2014-04-03,7.9
The Body,I Shall Die Here,['Metal'],2014-04-03,7.8
Sisyphus,Sisyphus,[],2014-04-03,6.2
Architecture in Helsinki,NOW + 4EVA,['Rock'],2014-04-02,5.2
Orcas,Yearling,[],2014-04-02,7.0
Legowelt,Crystal Cult 2080,['Electronic'],2014-04-02,7.7
Inventions,Inventions,['Rock'],2014-04-02,7.5
Max Richter,Memoryhouse,['Experimental'],2014-04-02,8.7
Ausmuteants,Amusements,[],2014-04-01,7.3
Manchester Orchestra,Cope,['Rock'],2014-04-01,5.6
Torn Hawk,Through Force of Will,['Electronic'],2014-04-01,7.5
Pure X,Angel,['Pop/R&B'],2014-04-01,7.4
Mac DeMarco,Salad Days,['Rock'],2014-04-01,8.5
Gang Wizard,Important Picnic,[],2014-03-31,7.7
Bart Davenport,Physical World,[],2014-03-31,6.5
Small Black,Real People EP,['Rock'],2014-03-31,5.7
Miles Davis,Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3,['Jazz'],2014-03-31,8.8
Cloud Nothings,Here and Nowhere Else,['Rock'],2014-03-31,8.7
Pilgrim,II: Void Worship,['Metal'],2014-03-28,7.4
Chimurenga Renaissance,riZe vadZimu riZe,[],2014-03-28,6.8
2NE1,Crush,['Pop/R&B'],2014-03-28,7.3
Machinedrum,Fenris District EP,['Electronic'],2014-03-28,6.6
The Hold Steady,Teeth Dreams,['Rock'],2014-03-28,6.4
Horseback,Piedmont Apocrypha,"['Metal', 'Rock']",2014-03-27,7.4
The Brothers & Sisters,Dylan's Gospel,[],2014-03-27,7.0
The Bad Plus,The Rite of Spring,"['Experimental', 'Jazz']",2014-03-27,6.7
Glenn Kotche,Adventureland,['Experimental'],2014-03-27,7.2
Johnny Cash,Out Among the Stars,['Folk/Country'],2014-03-27,7.4
Twilight,III: Beneath Trident's Tomb,[],2014-03-26,6.9
Carla Bozulich,Boy,['Experimental'],2014-03-26,7.6
Smoke DZA,Dream.Zone.Achieve,['Rap'],2014-03-26,6.2
The Range,Panasonic EP,['Electronic'],2014-03-26,7.4
YG,My Krazy Life,['Rap'],2014-03-26,8.1
Grieves,Winter & the Wolves,['Rap'],2014-03-25,4.7
Tony Molina,Dissed and Dismissed,[],2014-03-25,7.5
Owls,Two,['Rock'],2014-03-25,7.3
Lavender Country,Lavender Country,['Folk/Country'],2014-03-25,8.6
Future Islands,Singles,['Rock'],2014-03-25,8.0
Obnox,Louder Space,['Rock'],2014-03-24,8.0
Dutch E Germ,IN.RAK.DUST,[],2014-03-24,7.6
Pan Sonic,Oksastus,"['Electronic', 'Experimental']",2014-03-24,7.1
Kevin Gates,By Any Means,['Rap'],2014-03-24,7.5
Liars,Mess,['Rock'],2014-03-24,6.9
Jon Porras,Light Divide,[],2014-03-21,7.6
Tokyo Police Club,Forcefield,"['Electronic', 'Rock']",2014-03-21,6.4
Jonny Greenwood,St. Carolyn by the Sea / Suite From There Will Be Blood,['Experimental'],2014-03-21,7.8
Evian Christ,Waterfall EP,['Electronic'],2014-03-21,7.3
Skrillex,Recess,['Electronic'],2014-03-21,5.7
Vertical Scratchers,Daughter of Everything,[],2014-03-20,7.2
Offenders,Endless Struggle,[],2014-03-20,8.2
Current 93,I Am the Last of All the Field That Fell: A Channel,['Experimental'],2014-03-20,5.1
Various Artist,Catch the Throne: The Mixtape,[],2014-03-20,4.0
Black Lips,Underneath the Rainbow,['Rock'],2014-03-20,6.3
Lyla Foy,Mirrors the Sky,[],2014-03-19,7.3
Vermont,Vermont,['Electronic'],2014-03-19,6.4
Woo,When the Past Arrives,[],2014-03-19,7.7
The Coathangers,Suck My Shirt,"['Electronic', 'Rock']",2014-03-19,7.2
Kevin Drew,Darlings,"['Experimental', 'Rock']",2014-03-19,7.6
Psalm Zero,The Drain,['Metal'],2014-03-18,7.7
Beth Israel,Dental Denial,[],2014-03-18,7.1
Tycho,Awake,['Electronic'],2014-03-18,7.0
Kid Cudi,Satellite Flight: The Journey to Mother Moon,"['Rap', 'Rock']",2014-03-18,6.0
The War on Drugs,Lost in the Dream,['Rock'],2014-03-18,8.8
Bo Anders Persson,Love Is Here To Stay,[],2014-03-17,7.6
Nocando,Jimmy the Burnout,['Rap'],2014-03-17,7.7
Shit Robot,We Got a Love,['Electronic'],2014-03-17,6.4
Le1f,Hey EP,['Rap'],2014-03-17,7.6
Perfect Pussy,Say Yes to Love,[],2014-03-17,8.6
Ringworm,Hammer of the Witch,[],2014-03-14,7.0
The Unsemble,The Unsemble,[],2014-03-14,6.6
Move D,Fabric 74,['Electronic'],2014-03-14,8.0
Curren$y,The Drive In Theatre,['Rap'],2014-03-14,7.6
Trust,Joyland,['Rock'],2014-03-14,6.8
Posse,Soft Opening,['Rock'],2014-03-13,7.9
Donato Dozzy,The Aquaplano Sessions,['Electronic'],2014-03-13,8.0
Elbow,The Take Off and Landing of Everything,['Rock'],2014-03-13,6.2
Unwound,Rat Conspiracy,['Rock'],2014-03-13,9.1
Madlib,Piñata,['Rap'],2014-03-13,8.0
Dodsferd,The Parasitic Survival of the Human Race,[],2014-03-12,5.8
Benedek,Untitled EP,[],2014-03-12,7.6
Peter Walker,"“Second Poem To Karmela"" Or Gypsies Are Important",['Folk/Country'],2014-03-12,8.3
Various Artist,Young Money: Rise Of An Empire,[],2014-03-12,4.9
Dean Wareham,Dean Wareham,['Pop/R&B'],2014-03-12,7.5
Tensnake,Glow,['Electronic'],2014-03-11,5.7
Thou,Heathen,['Metal'],2014-03-11,8.4
Hauschka,Abandoned City,['Global'],2014-03-11,6.5
Sun Araw,Belomancie,['Experimental'],2014-03-11,7.7
Frankie Cosmos,Zentropy,['Rock'],2014-03-11,8.0
Cynic,Kindly Bent to Free Us,"['Jazz', 'Metal']",2014-03-10,4.0
Axxa/Abraxas,Axxa/Abraxas,[],2014-03-10,6.7
D. Charles Speer and the Helix,Doubled Exposure,['Experimental'],2014-03-10,6.6
Eagulls,Eagulls,['Rock'],2014-03-10,7.4
Metronomy,Love Letters,['Pop/R&B'],2014-03-10,5.2
Laibach,Spectre,['Experimental'],2014-03-07,4.9
Eternal Summers,The Drop Beneath,['Rock'],2014-03-07,7.8
Linda Perhacs,The Soul of All Natural Things,['Folk/Country'],2014-03-07,6.8
MØ,No Mythologies to Follow,['Pop/R&B'],2014-03-07,7.1
Pharrell,G I R L,['Pop/R&B'],2014-03-07,6.2
Lakutis,Three Seashells,['Rap'],2014-03-06,6.7
Eadonmm,Aqonis,[],2014-03-06,7.5
Tunde Olaniran,Yung Archetype EP,['Rap'],2014-03-06,7.3
Nothing,Guilty of Everything,['Rock'],2014-03-06,6.9
Rick Ross,Mastermind,['Rap'],2014-03-06,5.8
WhoMadeWho,Dreams,"['Electronic', 'Rock']",2014-03-05,5.8
Empty Flowers,The Air You Found,[],2014-03-05,7.4
Perc,The Power and the Glory,[],2014-03-05,7.6
Drive-By Truckers,English Oceans,['Rock'],2014-03-05,6.7
Various Artist,Warfaring Strangers: Darkscorch Canticles,[],2014-03-05,7.6
Obey City,Shochu Sounds,[],2014-03-04,6.8
Tomas Barfod,Pulsing EP,[],2014-03-04,6.9
patten,Estoile Naiant,['Electronic'],2014-03-04,6.0
Thug Entrancer,Death After Life,['Electronic'],2014-03-04,7.6
The Men,Tomorrow's Hits,['Rock'],2014-03-04,7.2
Death Vessel,Island Intervals,['Folk/Country'],2014-03-03,7.5
